date,sku_id,units_sold,price,on_promo,views
2024-05-03,SKU_05,115,181.25,0,2092
2024-05-04,SKU_05,232,727.48,1,1850
2024-05-05,SKU_05,303,754.96,1,3580
2024-05-06,SKU_05,141,229.34,0,3294
2024-05-07,SKU_05,327,53.95,0,6258
2024-05-08,SKU_05,130,639.64,0,2820
2024-05-09,SKU_05,199,370.38,1,1721
2024-05-10,SKU_05,113,654.51,0,1667
2024-05-11,SKU_05,107,179.68,0,1221
2024-05-12,SKU_05,262,1078.47,1,7350
2024-05-13,SKU_05,136,101.04,0,1405
2024-05-14,SKU_05,190,1153.79,1,3717
2024-05-15,SKU_05,133,661.69,0,1856
2024-05-16,SKU_05,132,371.15,0,2569
2024-05-17,SKU_05,137,1148.5,0,3282
2024-05-18,SKU_05,342,430.42,1,6471
2024-05-19,SKU_05,144,124.64,0,3234
2024-05-20,SKU_05,134,742.62,0,2420
2024-05-21,SKU_05,117,373.61,0,3141
2024-05-22,SKU_05,130,690.2,0,2022
2024-05-23,SKU_05,139,646.75,0,3785
2024-05-24,SKU_05,137,710.19,0,3233
2024-05-25,SKU_05,287,1030.04,1,4255
2024-05-26,SKU_05,155,376.72,0,3129
2024-05-27,SKU_05,105,1219.46,0,2643
2024-05-28,SKU_05,186,922.49,1,3151
2024-05-29,SKU_05,121,454.45,0,2745
2024-05-30,SKU_05,329,533.27,0,7587
2024-05-31,SKU_05,111,1247.41,0,3219
2024-06-01,SKU_05,117,235.33,0,961
2024-06-02,SKU_05,179,238.43,0,4428
2024-06-03,SKU_05,131,524.76,0,3630
2024-06-04,SKU_05,144,1073.52,0,1961
2024-06-05,SKU_05,109,836.79,0,1742
2024-06-06,SKU_05,121,58.39,0,1550
2024-06-07,SKU_05,134,417.72,0,3657
2024-06-08,SKU_05,158,617.44,0,3278
2024-06-09,SKU_05,158,387.36,0,3213
2024-06-10,SKU_05,133,40.43,0,1114
2024-06-11,SKU_05,137,46.3,0,2738
2024-06-12,SKU_05,244,1027.51,1,3191
2024-06-13,SKU_05,117,579.72,0,1711
2024-06-14,SKU_05,132,1089.76,0,2068
2024-06-15,SKU_05,209,451.92,1,3735
2024-06-16,SKU_05,136,499.99,0,3334
2024-06-17,SKU_05,124,779.62,0,1350
2024-06-18,SKU_05,144,425.94,0,4314
2024-06-19,SKU_05,137,742.21,0,1886
2024-06-20,SKU_05,133,449.17,0,1446
2024-06-21,SKU_05,203,868.0,1,2395
2024-06-22,SKU_05,162,1003.96,0,1345
2024-06-23,SKU_05,122,406.04,0,1392
2024-06-24,SKU_05,122,490.19,0,2041
2024-06-25,SKU_05,284,220.09,1,3150
2024-06-26,SKU_05,129,814.4,0,2754
2024-06-27,SKU_05,154,392.02,0,2292
2024-06-28,SKU_05,118,1038.69,0,1536
2024-06-29,SKU_05,119,372.01,0,1339
2024-06-30,SKU_05,145,126.72,0,1129
2024-07-01,SKU_05,235,580.63,1,5026
2024-07-02,SKU_05,100,1092.41,0,2537
2024-07-03,SKU_05,130,348.65,0,2076
2024-07-04,SKU_05,226,465.95,1,4476
2024-07-05,SKU_05,180,237.18,1,2877
2024-07-06,SKU_05,157,244.84,0,1737
2024-07-07,SKU_05,126,916.61,0,1422
2024-07-08,SKU_05,116,154.19,0,1558
2024-07-09,SKU_05,136,411.77,0,2701
2024-07-10,SKU_05,124,546.27,0,2453
2024-07-11,SKU_05,149,1026.44,0,1308
2024-07-12,SKU_05,235,39.9,0,3835
2024-07-13,SKU_05,200,804.95,1,1594
2024-07-14,SKU_05,155,952.55,0,2145
2024-07-15,SKU_05,121,921.33,0,1233
2024-07-16,SKU_05,146,173.65,0,2364
2024-07-17,SKU_05,130,244.18,0,3561
2024-07-18,SKU_05,129,1195.36,0,1996
2024-07-19,SKU_05,153,226.06,0,4009
2024-07-20,SKU_05,377,638.55,1,6350
2024-07-21,SKU_05,165,642.93,0,2785
2024-07-22,SKU_05,120,1236.82,0,957
2024-07-23,SKU_05,200,784.49,1,1626
2024-07-24,SKU_05,131,873.02,0,1403
2024-07-25,SKU_05,287,83.66,1,7784
2024-07-26,SKU_05,133,264.3,0,1545
2024-07-27,SKU_05,143,343.56,0,3038
2024-07-28,SKU_05,181,1076.83,0,4746
2024-07-29,SKU_05,119,347.67,0,3397
2024-07-30,SKU_05,128,482.76,0,2515
2024-07-31,SKU_05,122,362.55,0,3398
2024-08-01,SKU_05,279,439.2,1,2324
2024-08-02,SKU_05,145,223.23,0,1481
2024-08-03,SKU_05,255,286.5,1,2489
2024-08-04,SKU_05,156,565.02,0,3602
2024-08-05,SKU_05,122,444.43,0,1850
2024-08-06,SKU_05,129,967.76,0,1708
2024-08-07,SKU_05,232,430.36,1,2555
2024-08-08,SKU_05,122,255.57,0,1775
2024-08-09,SKU_05,134,84.31,0,2949
2024-08-10,SKU_05,237,961.25,1,3420
2024-08-11,SKU_05,134,1268.08,0,3896
2024-08-12,SKU_05,140,170.87,0,2748
2024-08-13,SKU_05,145,196.21,0,2116
2024-08-14,SKU_05,126,338.75,0,1462
2024-08-15,SKU_05,255,470.23,1,2058
2024-08-16,SKU_05,128,1054.94,0,2065
2024-08-17,SKU_05,269,875.83,1,7376
2024-08-18,SKU_05,152,447.66,0,4047
2024-08-19,SKU_05,130,447.74,0,3610
2024-08-20,SKU_05,128,840.61,0,3128
2024-08-21,SKU_05,115,964.68,0,1659
2024-08-22,SKU_05,152,920.74,0,4379
2024-08-23,SKU_05,158,1156.17,0,2883
2024-08-24,SKU_05,189,602.58,0,3252
2024-08-25,SKU_05,167,608.84,0,4672
2024-08-26,SKU_05,126,504.52,0,1692
2024-08-27,SKU_05,133,608.79,0,3570
2024-08-28,SKU_05,140,617.74,0,3081
2024-08-29,SKU_05,253,789.06,1,7494
2024-08-30,SKU_05,117,194.97,0,1401
2024-08-31,SKU_05,161,243.98,0,4343
2024-09-01,SKU_05,132,1035.9,0,3456
2024-09-02,SKU_05,137,300.47,0,3678
2024-09-03,SKU_05,137,1030.26,0,2614
2024-09-04,SKU_05,133,1117.36,0,3795
2024-09-05,SKU_05,130,1232.28,0,2838
2024-09-06,SKU_05,133,636.31,0,2704
2024-09-07,SKU_05,133,472.52,0,1882
2024-09-08,SKU_05,150,618.24,0,2187
2024-09-09,SKU_05,124,1012.43,0,1254
2024-09-10,SKU_05,133,41.57,0,1252
2024-09-11,SKU_05,240,1208.34,1,4071
2024-09-12,SKU_05,134,1064.51,0,1942
2024-09-13,SKU_05,122,546.1,0,3098
2024-09-14,SKU_05,141,442.77,0,2037
2024-09-15,SKU_05,182,208.73,0,3483
2024-09-16,SKU_05,131,612.03,0,1482
2024-09-17,SKU_05,136,39.73,0,1943
2024-09-18,SKU_05,124,1005.7,0,1215
2024-09-19,SKU_05,106,201.69,0,956
2024-09-20,SKU_05,128,901.5,0,3234
2024-09-21,SKU_05,145,152.75,0,1583
2024-09-22,SKU_05,171,381.46,0,3830
2024-09-23,SKU_05,164,1091.34,1,3214
2024-09-24,SKU_05,146,216.41,0,3140
2024-09-25,SKU_05,186,572.49,1,2194
2024-09-26,SKU_05,121,783.88,0,2729
2024-09-27,SKU_05,139,632.08,0,1433
2024-09-28,SKU_05,132,723.08,0,1022
2024-09-29,SKU_05,171,175.47,0,1334
2024-09-30,SKU_05,161,244.91,1,1264
2024-10-01,SKU_05,125,224.22,0,2727
2024-10-02,SKU_05,142,1085.63,0,1965
2024-10-03,SKU_05,123,795.17,0,3268
2024-10-04,SKU_05,118,408.53,0,1519
2024-10-05,SKU_05,288,1041.06,1,6014
2024-10-06,SKU_05,128,110.64,0,1186
2024-10-07,SKU_05,153,1155.34,0,3277
2024-10-08,SKU_05,116,716.97,0,2630
2024-10-09,SKU_05,113,707.8,0,1361
2024-10-10,SKU_05,108,962.42,0,2547
2024-10-11,SKU_05,129,310.82,0,3133
2024-10-12,SKU_05,141,665.69,0,1284
2024-10-13,SKU_05,144,949.98,0,4129
2024-10-14,SKU_05,116,398.29,0,3283
2024-10-15,SKU_05,134,533.16,0,2385
2024-10-16,SKU_05,116,619.61,0,3376
2024-10-17,SKU_05,129,321.46,0,2888
2024-10-18,SKU_05,138,437.06,0,3325
2024-10-19,SKU_05,151,564.45,0,1536
2024-10-20,SKU_05,129,833.02,0,3468
2024-10-21,SKU_05,128,690.72,0,3412
2024-10-22,SKU_05,150,409.2,0,2481
2024-10-23,SKU_05,156,509.8,0,2868
2024-10-24,SKU_05,123,172.98,0,1586
2024-10-25,SKU_05,143,936.21,0,3569
2024-10-26,SKU_05,158,108.61,0,4196
2024-10-27,SKU_05,133,394.33,0,1833
2024-10-28,SKU_05,123,750.16,0,1917
2024-10-29,SKU_05,129,420.04,0,2143
2024-10-30,SKU_05,260,622.67,1,5014
2024-10-31,SKU_05,251,995.63,1,6873
2024-11-01,SKU_05,126,812.93,0,2358
2024-11-02,SKU_05,121,311.04,0,2434
2024-11-03,SKU_05,132,427.83,0,2244
2024-11-04,SKU_05,123,616.64,0,951
2024-11-05,SKU_05,243,374.39,1,1906
2024-11-06,SKU_05,236,776.03,1,2115
2024-11-07,SKU_05,141,1058.21,0,3245
2024-11-08,SKU_05,131,163.18,0,3396
2024-11-09,SKU_05,143,787.74,0,2136
2024-11-10,SKU_05,188,318.0,1,3422
2024-11-11,SKU_05,135,413.7,0,3911
2024-11-12,SKU_05,128,542.3,0,3729
2024-11-13,SKU_05,123,593.36,0,1950
2024-11-14,SKU_05,127,1032.68,0,1272
2024-11-15,SKU_05,128,768.48,0,1150
2024-11-16,SKU_05,138,161.6,0,2221
2024-11-17,SKU_05,125,606.23,0,1637
2024-11-18,SKU_05,121,29.46,0,2733
2024-11-19,SKU_05,118,159.26,0,2527
2024-11-20,SKU_05,136,150.07,0,2183
2024-11-21,SKU_05,138,967.22,0,1670
2024-11-22,SKU_05,146,51.91,0,2174
2024-11-23,SKU_05,154,686.36,0,2369
2024-11-24,SKU_05,110,1006.62,0,1973
2024-11-25,SKU_05,127,1256.21,0,1670
2024-11-26,SKU_05,137,509.4,0,3847
2024-11-27,SKU_05,124,901.0,0,1217
2024-11-28,SKU_05,131,294.67,0,1309
2024-11-29,SKU_05,122,232.13,0,3565
2024-11-30,SKU_05,124,630.89,0,2616
2024-12-01,SKU_05,159,188.2,0,3187
2024-12-02,SKU_05,131,676.03,0,3135
2024-12-03,SKU_05,142,366.18,0,3871
2024-12-04,SKU_05,133,210.72,0,1295
2024-12-05,SKU_05,132,40.31,0,1684
2024-12-06,SKU_05,121,1180.84,0,3239
2024-12-07,SKU_05,132,539.58,0,2662
2024-12-08,SKU_05,124,644.78,0,2721
2024-12-09,SKU_05,119,1100.1,0,3096
2024-12-10,SKU_05,127,452.74,0,1715
2024-12-11,SKU_05,133,370.68,0,3539
2024-12-12,SKU_05,119,813.22,0,2183
2024-12-13,SKU_05,126,906.75,0,3295
2024-12-14,SKU_05,133,646.2,0,2299
2024-12-15,SKU_05,115,997.36,0,2675
2024-12-16,SKU_05,123,304.47,0,1437
2024-12-17,SKU_05,142,406.76,0,3609
2024-12-18,SKU_05,137,790.91,0,3577
2024-12-19,SKU_05,141,982.54,0,2392
2024-12-20,SKU_05,124,650.59,0,1828
2024-12-21,SKU_05,189,1158.7,1,2657
2024-12-22,SKU_05,141,1100.08,0,1443
2024-12-23,SKU_05,120,571.54,0,1436
2024-12-24,SKU_05,128,1035.99,0,2939
2024-12-25,SKU_05,126,313.58,0,3291
2024-12-26,SKU_05,149,967.61,0,1248
2024-12-27,SKU_05,110,278.17,0,1641
2024-12-28,SKU_05,191,560.24,0,5535
2024-12-29,SKU_05,136,652.25,0,2930
2024-12-30,SKU_05,143,822.94,0,2665
2024-12-31,SKU_05,154,995.87,0,2461
2025-01-01,SKU_05,189,561.37,1,3911
2025-01-02,SKU_05,141,953.21,0,3401
2025-01-03,SKU_05,126,666.27,0,1802
2025-01-04,SKU_05,152,442.1,0,1854
2025-01-05,SKU_05,143,1043.72,0,4260
2025-01-06,SKU_05,160,504.52,0,1397
2025-01-07,SKU_05,120,348.86,0,1976
2025-01-08,SKU_05,121,819.19,0,960
2025-01-09,SKU_05,155,1303.99,0,3090
2025-01-10,SKU_05,145,899.39,0,4020
2025-01-11,SKU_05,125,928.88,0,1046
2025-01-12,SKU_05,164,1118.1,0,1865
2025-01-13,SKU_05,159,256.57,0,2411
2025-01-14,SKU_05,132,645.79,0,1215
2025-01-15,SKU_05,135,491.16,0,3813
2025-01-16,SKU_05,135,305.06,0,3986
2025-01-17,SKU_05,117,731.78,0,3393
2025-01-18,SKU_05,131,469.87,0,2942
2025-01-19,SKU_05,165,162.11,0,2420
2025-01-20,SKU_05,106,709.24,0,1278
2025-01-21,SKU_05,169,845.27,1,4963
2025-01-22,SKU_05,126,162.77,0,2086
2025-01-23,SKU_05,146,932.1,0,2512
2025-01-24,SKU_05,126,444.13,0,2793
2025-01-25,SKU_05,169,1283.22,0,1556
2025-01-26,SKU_05,158,706.92,0,2624
2025-01-27,SKU_05,129,260.99,0,2823
2025-01-28,SKU_05,138,177.62,0,2450
2025-01-29,SKU_05,188,138.65,1,4111
2025-01-30,SKU_05,121,44.92,0,3143
2025-01-31,SKU_05,112,120.34,0,3060
2025-02-01,SKU_05,132,361.03,0,1613
2025-02-02,SKU_05,129,1167.76,0,1924
2025-02-03,SKU_05,129,861.97,0,1412
2025-02-04,SKU_05,144,257.71,0,1649
2025-02-05,SKU_05,138,287.57,0,3199
2025-02-06,SKU_05,120,55.87,0,2675
2025-02-07,SKU_05,116,595.3,0,1956
2025-02-08,SKU_05,151,1021.16,0,3892
2025-02-09,SKU_05,126,514.77,0,3190
2025-02-10,SKU_05,115,244.22,0,2215
2025-02-11,SKU_05,116,1173.13,0,3360
2025-02-12,SKU_05,194,502.74,1,5410
2025-02-13,SKU_05,125,1091.99,0,1743
2025-02-14,SKU_05,137,764.34,0,1296
2025-02-15,SKU_05,165,259.81,0,3118
2025-02-16,SKU_05,141,1118.06,0,2879
2025-02-17,SKU_05,111,828.35,0,1442
2025-02-18,SKU_05,140,1039.75,0,3675
2025-02-19,SKU_05,138,857.5,0,2905
2025-02-20,SKU_05,120,525.82,0,3055
2025-02-21,SKU_05,130,1184.29,0,3124
2025-02-22,SKU_05,184,607.24,0,3509
2025-02-23,SKU_05,146,432.68,0,2730
2025-02-24,SKU_05,109,493.79,0,953
2025-02-25,SKU_05,149,305.03,0,1973
2025-02-26,SKU_05,107,1147.58,0,2454
2025-02-27,SKU_05,113,592.92,0,1901
2025-02-28,SKU_05,272,670.34,1,5987
2025-03-01,SKU_05,208,49.29,1,5441
2025-03-02,SKU_05,120,370.17,0,2530
2025-03-03,SKU_05,146,29.27,0,3552
2025-03-04,SKU_05,170,226.21,1,3499
2025-03-05,SKU_05,151,365.56,0,2311
2025-03-06,SKU_05,150,1029.07,0,3261
2025-03-07,SKU_05,140,968.13,0,2896
2025-03-08,SKU_05,149,734.62,0,3916
2025-03-09,SKU_05,202,748.91,0,5212
2025-03-10,SKU_05,138,770.61,0,3137
2025-03-11,SKU_05,125,906.26,0,1733
2025-03-12,SKU_05,133,742.19,0,2138
2025-03-13,SKU_05,122,1094.73,0,2455
2025-03-14,SKU_05,112,448.82,0,2981
2025-03-15,SKU_05,143,178.62,0,2606
2025-03-16,SKU_05,131,570.62,0,2920
2025-03-17,SKU_05,145,1199.12,0,3257
2025-03-18,SKU_05,114,783.48,0,1507
2025-03-19,SKU_05,291,1147.41,1,8337
2025-03-20,SKU_05,132,141.8,0,2724
2025-03-21,SKU_05,218,928.83,1,3901
2025-03-22,SKU_05,151,752.57,0,3926
2025-03-23,SKU_05,151,233.31,0,1704
2025-03-24,SKU_05,149,174.27,0,4031
2025-03-25,SKU_05,131,701.8,0,3208
2025-03-26,SKU_05,116,709.41,0,2189
2025-03-27,SKU_05,103,1166.67,0,1091
2025-03-28,SKU_05,288,1120.8,1,7798
2025-03-29,SKU_05,146,412.87,0,4106
2025-03-30,SKU_05,119,112.22,0,2332
2025-03-31,SKU_05,112,449.25,0,1074
2025-04-01,SKU_05,121,431.84,0,1986
2025-04-02,SKU_05,117,500.06,0,1896
2025-04-03,SKU_05,292,47.99,1,3772
2025-04-04,SKU_05,171,916.75,1,3575
2025-04-05,SKU_05,162,199.33,0,2122
2025-04-06,SKU_05,117,598.95,0,2762
2025-04-07,SKU_05,129,309.45,0,1683
2025-04-08,SKU_05,205,1038.17,1,5443
2025-04-09,SKU_05,116,507.54,0,1718
2025-04-10,SKU_05,121,626.03,0,1429
2025-04-11,SKU_05,145,863.05,0,2965
2025-04-12,SKU_05,151,1071.86,0,3556
2025-04-13,SKU_05,132,866.25,0,3316
2025-04-14,SKU_05,136,547.95,0,1304
2025-04-15,SKU_05,229,1068.57,1,3524
2025-04-16,SKU_05,140,466.96,0,1678
2025-04-17,SKU_05,134,912.59,0,2748
2025-04-18,SKU_05,132,219.67,0,3408
2025-04-19,SKU_05,123,460.57,0,1095
2025-04-20,SKU_05,145,452.33,0,3527
2025-04-21,SKU_05,137,929.18,0,3650
2025-04-22,SKU_05,146,290.89,0,2822
2025-04-23,SKU_05,179,121.36,1,1832
2025-04-24,SKU_05,117,605.67,0,3072
2025-04-25,SKU_05,157,414.08,0,1990
2025-04-26,SKU_05,140,683.46,0,2167
2025-04-27,SKU_05,141,897.17,0,1428
2025-04-28,SKU_05,131,999.42,0,1195
2025-04-29,SKU_05,132,873.86,0,3088
2025-04-30,SKU_05,214,576.51,0,1973
2025-05-01,SKU_05,120,794.23,0,2791
2025-05-02,SKU_05,135,668.98,0,3798
2025-05-03,SKU_05,122,393.3,0,3552
2025-05-04,SKU_05,186,584.61,0,3143
2025-05-05,SKU_05,124,958.67,0,3176
2025-05-06,SKU_05,192,791.49,1,5115
2025-05-07,SKU_05,115,853.01,0,2275
2025-05-08,SKU_05,130,234.21,0,3636
2025-05-09,SKU_05,178,1208.4,1,4481
2025-05-10,SKU_05,130,595.07,0,1087
2025-05-11,SKU_05,126,850.24,0,3249
2025-05-12,SKU_05,119,235.88,0,2423
2025-05-13,SKU_05,133,188.88,0,1174
2025-05-14,SKU_05,117,919.37,0,1616
2025-05-15,SKU_05,181,87.92,1,4452
2025-05-16,SKU_05,126,1237.94,0,1645
2025-05-17,SKU_05,155,699.55,0,1889
2025-05-18,SKU_05,139,960.2,0,3118
2025-05-19,SKU_05,137,604.03,0,2002
2025-05-20,SKU_05,115,548.68,0,1247
2025-05-21,SKU_05,140,879.94,0,1915
2025-05-22,SKU_05,118,511.04,0,2345
2025-05-23,SKU_05,132,826.75,0,1135
2025-05-24,SKU_05,186,1230.2,0,5424
2025-05-25,SKU_05,194,338.01,0,3064
2025-05-26,SKU_05,123,1038.23,0,1871
2025-05-27,SKU_05,128,793.3,0,3431
2025-05-28,SKU_05,134,372.76,0,2231
2025-05-29,SKU_05,130,922.81,0,2888
2025-05-30,SKU_05,115,98.18,0,2483
2025-05-31,SKU_05,128,292.05,0,2436
2025-06-01,SKU_05,141,54.14,0,2548
2025-06-02,SKU_05,129,93.85,0,3629
2025-06-03,SKU_05,134,1058.44,0,3654
2025-06-04,SKU_05,104,167.26,0,1252
2025-06-05,SKU_05,126,226.65,0,1145
2025-06-06,SKU_05,139,87.89,0,2719
2025-06-07,SKU_05,148,606.81,0,3987
2025-06-08,SKU_05,172,87.38,0,3062
2025-06-09,SKU_05,129,473.21,0,1302
2025-06-10,SKU_05,121,751.88,0,1217
2025-06-11,SKU_05,245,762.93,1,5462
2025-06-12,SKU_05,156,629.04,0,3004
2025-06-13,SKU_05,184,317.01,1,2815
2025-06-14,SKU_05,127,272.67,0,3784
2025-06-15,SKU_05,148,233.62,0,1192
2025-06-16,SKU_05,139,1231.05,0,1790
2025-06-17,SKU_05,123,84.68,0,2828
2025-06-18,SKU_05,125,640.43,0,2107
2025-06-19,SKU_05,125,172.66,0,1798
2025-06-20,SKU_05,125,170.81,0,1915
2025-06-21,SKU_05,128,94.84,0,1796
2025-06-22,SKU_05,147,860.73,0,4304
2025-06-23,SKU_05,116,917.92,0,3076
2025-06-24,SKU_05,132,356.51,0,2234
2025-06-25,SKU_05,141,123.57,0,3047
2025-06-26,SKU_05,132,578.57,0,2113
2025-06-27,SKU_05,120,1266.21,0,1851
2025-06-28,SKU_05,137,975.34,0,1674
2025-06-29,SKU_05,137,592.09,0,1918
2025-06-30,SKU_05,126,707.17,0,2705
2025-07-01,SKU_05,231,395.18,1,3494
2025-07-02,SKU_05,124,446.08,0,1586
2025-07-03,SKU_05,104,590.94,0,2966
2025-07-04,SKU_05,125,1239.4,0,2154
2025-07-05,SKU_05,152,860.19,0,3058
2025-07-06,SKU_05,134,167.32,0,2459
2025-07-07,SKU_05,142,539.59,0,2169
2025-07-08,SKU_05,142,257.83,0,3191
2025-07-09,SKU_05,136,676.28,0,1919
2025-07-10,SKU_05,134,922.13,0,3814
2025-07-11,SKU_05,153,631.95,0,3490
2025-07-12,SKU_05,122,605.85,0,1419
2025-07-13,SKU_05,149,588.74,0,3145
2025-07-14,SKU_05,119,393.82,0,1979
2025-07-15,SKU_05,107,178.29,0,1026
2025-07-16,SKU_05,133,620.25,0,3717
2025-07-17,SKU_05,123,655.52,0,2886
2025-07-18,SKU_05,131,757.45,0,2177
2025-07-19,SKU_05,135,338.59,0,3908
2025-07-20,SKU_05,117,890.94,0,1320
2025-07-21,SKU_05,135,477.65,0,3309
2025-07-22,SKU_05,215,309.35,1,5217
2025-07-23,SKU_05,147,221.63,0,2964
2025-07-24,SKU_05,120,163.68,0,1653
2025-07-25,SKU_05,138,794.84,0,2253
2025-07-26,SKU_05,155,619.02,0,4113
2025-07-27,SKU_05,169,418.11,0,4070
2025-07-28,SKU_05,144,870.18,0,4049
2025-07-29,SKU_05,151,606.26,0,3922
2025-07-30,SKU_05,121,256.46,0,2295
2025-07-31,SKU_05,212,555.25,1,5431
2025-08-01,SKU_05,104,430.23,0,2970
2025-08-02,SKU_05,129,1064.05,0,3497
2025-08-03,SKU_05,145,1205.95,0,2297
2025-08-04,SKU_05,132,93.45,0,1840
2025-08-05,SKU_05,105,875.66,0,1224
2025-08-06,SKU_05,128,1038.94,0,1585
2025-08-07,SKU_05,135,1121.07,0,2584
2025-08-08,SKU_05,124,400.59,0,2604
2025-08-09,SKU_05,115,277.92,0,2230
2025-08-10,SKU_05,145,943.84,0,2354
2025-08-11,SKU_05,131,102.77,0,3576
2025-08-12,SKU_05,132,996.3,0,3572
2025-08-13,SKU_05,123,867.08,0,3343
2025-08-14,SKU_05,132,710.13,0,1609
2025-08-15,SKU_05,123,225.77,0,3453
2025-08-16,SKU_05,139,1107.8,0,4007
2025-08-17,SKU_05,167,597.22,0,3993
2025-08-18,SKU_05,139,282.09,0,2921
2025-08-19,SKU_05,124,512.77,0,3103
2025-08-20,SKU_05,135,489.99,0,1634
2025-08-21,SKU_05,104,465.34,0,1448
2025-08-22,SKU_05,144,708.01,0,2859
2025-08-23,SKU_05,152,495.11,0,1257
2025-08-24,SKU_05,230,717.4,1,2737
2025-08-25,SKU_05,129,620.5,0,1215
2025-08-26,SKU_05,246,189.49,1,6940
2023-08-28,SKU_06,53,197.43,0,1532
2023-08-29,SKU_06,51,346.76,0,981
2023-08-30,SKU_06,51,449.09,0,1478
2023-08-31,SKU_06,56,48.77,0,875
2023-09-01,SKU_06,108,693.53,1,2367
2023-09-02,SKU_06,56,211.87,0,806
2023-09-03,SKU_06,47,431.82,0,492
2023-09-04,SKU_06,49,545.07,0,740
2023-09-05,SKU_06,62,681.01,0,1531
2023-09-06,SKU_06,52,628.5,0,575
2023-09-07,SKU_06,54,959.09,0,880
2023-09-08,SKU_06,38,32.88,0,494
2023-09-09,SKU_06,53,889.16,0,608
2023-09-10,SKU_06,47,67.11,0,504
2023-09-11,SKU_06,55,900.02,0,1550
2023-09-12,SKU_06,50,819.18,0,1166
2023-09-13,SKU_06,63,847.0,0,946
2023-09-14,SKU_06,51,556.73,0,1065
2023-09-15,SKU_06,41,1013.56,0,968
2023-09-16,SKU_06,66,754.25,0,1062
2023-09-17,SKU_06,53,851.82,0,919
2023-09-18,SKU_06,57,812.9,0,863
2023-09-19,SKU_06,37,610.5,0,749
2023-09-20,SKU_06,52,1118.78,0,1008
2023-09-21,SKU_06,51,1025.72,0,941
2023-09-22,SKU_06,48,644.73,0,1051
2023-09-23,SKU_06,70,883.94,0,1880
2023-09-24,SKU_06,49,522.62,0,753
2023-09-25,SKU_06,54,289.98,0,953
2023-09-26,SKU_06,64,250.21,1,1113
2023-09-27,SKU_06,53,828.99,0,491
2023-09-28,SKU_06,47,548.29,0,411
2023-09-29,SKU_06,58,91.89,0,1423
2023-09-30,SKU_06,53,1106.02,0,1491
2023-10-01,SKU_06,44,1003.7,0,989
2023-10-02,SKU_06,59,435.65,0,1089
2023-10-03,SKU_06,160,1230.83,0,4332
2023-10-04,SKU_06,55,459.78,0,1075
2023-10-05,SKU_06,53,525.23,0,1397
2023-10-06,SKU_06,52,191.63,0,901
2023-10-07,SKU_06,59,100.55,0,1155
2023-10-08,SKU_06,52,189.39,0,806
2023-10-09,SKU_06,48,597.02,0,1431
2023-10-10,SKU_06,50,820.31,0,1162
2023-10-11,SKU_06,53,1299.96,0,761
2023-10-12,SKU_06,40,533.77,0,1022
2023-10-13,SKU_06,49,844.89,0,1155
2023-10-14,SKU_06,72,854.24,0,999
2023-10-15,SKU_06,51,1070.79,0,661
2023-10-16,SKU_06,45,691.16,0,1058
2023-10-17,SKU_06,56,241.83,0,1554
2023-10-18,SKU_06,40,615.62,0,1195
2023-10-19,SKU_06,101,549.39,1,1406
2023-10-20,SKU_06,57,1019.33,0,812
2023-10-21,SKU_06,59,1067.7,0,981
2023-10-22,SKU_06,53,504.69,0,736
2023-10-23,SKU_06,43,646.6,0,886
2023-10-24,SKU_06,41,1097.06,0,339
2023-10-25,SKU_06,54,546.92,0,984
2023-10-26,SKU_06,49,279.88,0,450
2023-10-27,SKU_06,56,155.4,0,515
2023-10-28,SKU_06,54,988.67,0,692
2023-10-29,SKU_06,50,169.27,0,600
2023-10-30,SKU_06,106,1035.79,1,2067
2023-10-31,SKU_06,44,277.48,0,555
2023-11-01,SKU_06,47,979.45,0,805
2023-11-02,SKU_06,84,733.13,1,1878
2023-11-03,SKU_06,55,1198.08,0,722
2023-11-04,SKU_06,49,385.36,0,1053
2023-11-05,SKU_06,59,625.34,0,1227
2023-11-06,SKU_06,46,564.48,0,809
2023-11-07,SKU_06,42,65.49,0,847
2023-11-08,SKU_06,47,686.96,0,1283
2023-11-09,SKU_06,56,782.38,0,1221
2023-11-10,SKU_06,63,800.8,0,1168
2023-11-11,SKU_06,51,1137.15,0,1151
2023-11-12,SKU_06,41,325.68,0,457
2023-11-13,SKU_06,58,49.02,0,1062
2023-11-14,SKU_06,56,447.59,0,731
2023-11-15,SKU_06,49,396.1,0,1162
2023-11-16,SKU_06,101,153.38,1,2338
2023-11-17,SKU_06,60,632.34,0,1246
2023-11-18,SKU_06,57,403.79,0,749
2023-11-19,SKU_06,64,1304.49,0,1899
2023-11-20,SKU_06,71,1167.84,0,733
2023-11-21,SKU_06,44,375.14,0,1112
2023-11-22,SKU_06,53,518.12,0,564
2023-11-23,SKU_06,52,32.42,0,1413
2023-11-24,SKU_06,39,672.91,0,794
2023-11-25,SKU_06,46,330.76,0,407
2023-11-26,SKU_06,48,58.01,0,966
2023-11-27,SKU_06,74,130.02,1,1503
2023-11-28,SKU_06,56,882.79,0,1110
2023-11-29,SKU_06,82,1051.45,1,1116
2023-11-30,SKU_06,39,606.2,0,885
2023-12-01,SKU_06,48,939.34,0,397
2023-12-02,SKU_06,39,659.33,0,366
2023-12-03,SKU_06,57,565.66,0,858
2023-12-04,SKU_06,58,852.84,0,514
2023-12-05,SKU_06,46,242.37,0,1203
